MCH_IS_FOR_CONSISTENCY,MCH_IS_ACTIVE,MCH_IS_HASH_END,MCH_NEW_STATE_0,MCH_NEW_STATE_1,MCH_NEW_STATE_2,MCH_NEW_STATE_3,MCH_NEW_STATE_4,MCH_NEW_STATE_5,MCH_NEW_STATE_6,MCH_NEW_STATE_7,MCH_NEW_STATE_8,MCH_NEW_STATE_9,MCH_NEW_STATE_10,MCH_NEW_STATE_11,MCH_NEW_STATE_12,MCH_NEW_STATE_13,MCH_NEW_STATE_14,MCH_NEW_STATE_15,MCH_KECCAK_0,MCH_KECCAK_1,MCH_KECCAK_2,MCH_KECCAK_3,MCH_KECCAK_4,MCH_KECCAK_5,MCH_KECCAK_6,MCH_KECCAK_7,MCH_KECCAK_8,MCH_KECCAK_9,MCH_KECCAK_10,MCH_KECCAK_11,MCH_KECCAK_12,MCH_KECCAK_13,MCH_KECCAK_14,MCH_KECCAK_15
0,1,0,0x2d18,0x831e,0x8547,0xaecd,0x3553,0xea77,0xc86,0x5c7e,0x3215,0x2565,0xed43,0x86de,0x4024,0xfa82,0x3080,0xa3d2,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0xbdc1,0xde42,0xefc7,0x3162,0xf70d,0xcc4a,0x898a,0x5cd2,0xd751,0xe7f0,91,0xe366,0x5252,0xf279,0x2b76,0xe693,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x8d94,0x8d77,0x32fa,0x4fca,0xee7c,0x3e0a,0xf7b7,0xc380,0xc744,0xa139,0x3424,0xcd4e,0x3c18,947,0x9c56,0xa43b,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x8266,0xff74,0x820e,0xf5c9,0x214f,335,0x2d9c,0x8c7c,0xf8a2,0xbe0d,0x9de7,0x7dd,0xd65d,0xa371,0x786a,0xae40,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x2d32,0xde62,0x531,0xc2d4,0x13ab,0xb10f,0x9afe,0x4937,0xd116,0x4984,0x311f,0xa4c1,0xb1df,0x74ec,0x2d79,0x648c,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x800c,0x5505,0xce9,0x9736,0x8c19,0xf707,0xcc49,0xc9aa,0x7341,0x1208,0x6945,0xaffb,0x255d,0xb0d7,0x3c3d,0x8b4e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x8b9,0x7314,0xbc36,0xf5c7,0x7fa6,0xe8a0,0x511,0x6f1c,0x2643,0x23ab,0x93c1,207,0xb3a1,0x830c,0x963d,0x4e92,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0xdd95,0x24ce,0xac45,0xda91,0xc6a2,0xd792,0xae19,0xc873,0xc91f,0x1e93,0x3ed4,0x1c86,0xd097,0x1a5f,0x6c20,0x4038,0x2800,0xfbee,0x4994,0xe5e8,0x7413,0xb6ac,0x81b9,0xab33,0x19dd,0x84f1,0xd070,0xa2db,0x6ae6,0xeb2f,0x9eea,0x3ae4
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x9b79,0x4fe7,0x4ae,0x2f70,0xe578,0xd8d3,0x2573,0xbae6,0x1879,0x3af2,0x66ac,0xf5e6,0x8d3,0x26df,0xa4b1,0x727,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x12f7,0x88cc,0xf2e9,0x1aa3,0x78af,0x90b2,0x7739,0x95bf,0x94f5,0xc9c0,0x7f40,0xc8d0,0x33dc,0x1033,0xc989,0xdc9b,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0xdf7d,0x5480,0x29d8,0x5b59,0x94a0,0x61f1,0x8663,0x205b,0xd730,0xf4da,0x237f,0x2440,0xb073,0xcea9,0xaa8f,0x1158,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0xdb13,0xa291,0x8f45,0x2754,0xfa16,0x71a,0x1bfe,0xf4f0,0x76d7,0x4807,0x4a73,0x790d,1022,0x7038,0x1233,0x15d8,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x56ed,0xcb88,0x701c,0x1c84,0x5494,0x1b76,0xa40c,0xa015,0x3f38,0xbcff,0x62f6,0xbf61,0xfff5,0x31d3,0x189d,0x70eb,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x5828,0xa90e,0x4a93,0xa4e4,0xf24c,0x1787,0xdfbd,0xca2f,0x65c0,0x97f4,0x5f4e,0xe62e,0x39c1,0x5fc7,0x1d3c,0x1766,0x895f,0xd617,0x78a1,0xfb4e,0xcb2e,0xaa07,0xe76b,0x9048,0xfe50,0x740d,0x2469,0x2950,0x7c47,359,900,0xacd2
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0xb7ab,0xaf26,0xab8a,0x27a0,0xbee6,0x53c1,0xb12d,0x4344,0xb12a,0xb6c4,0xdf35,0x4eb1,0x2af0,0xfdc3,0x9967,0xa955,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x9ad,0xd699,0xee09,0xc7b3,0x6455,0xfb46,0x9e1f,0xe84,0xc5df,0x2604,0xf497,0xb47e,0x4fec,0x29ff,0xf6c0,0xa908,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x3e8b,0x2a38,0xb7e8,0x6856,0x453d,0x26a1,0xc564,0x99f,0x11ec,0xa8c2,0xcc4c,0xcede,0x56bc,0x781b,0xa6ac,0xbf11,0xa25a,0x5088,0x4042,0xccea,0xd065,0x9689,0xeb48,0x36d9,0xbf9f,0xf925,0xa220,0x83ed,0x7916,891,0x9da6,0x6bee
1,1,1,0x5059,0x2c84,0xfd3,0xa3e7,0x3c0b,0x9f47,0x982e,0xb27b,0x73b1,0x1ad1,0x5026,0x14e2,0x6858,0x901d,0xcdd9,0x567,0xa25a,0x5088,0x4042,0xccea,0xd065,0x9689,0xeb48,0x36d9,0xbf9f,0xf925,0xa220,0x83ed,0x7916,891,0x9da6,0x6bee
0,1,0,0xa785,0xd483,0xb470,0xfe96,0xca0,0xfc72,0x6afd,0x1923,0x28b8,0x87a6,0xfc35,0xe08a,0x5439,0x9a51,0xa1ae,0xd0f4,0xbe39,0x3e3c,0x4c4b,0xb3b1,0x890,0xa940,0xdae5,0xefe3,0x836c,0x13ad,0x4c6e,0x5581,0xff3b,0x2ef1,0xfe19,0xf685
0,1,0,0xcfcb,0x2923,0x757a,0x74ae,0x6e03,0xa9fa,0xf218,0x941e,0x3510,0xae95,0xa9d3,0x29fd,0xd3e5,0x4516,0x97b7,99,0xbe39,0x3e3c,0x4c4b,0xb3b1,0x890,0xa940,0xdae5,0xefe3,0x836c,0x13ad,0x4c6e,0x5581,0xff3b,0x2ef1,0xfe19,0xf685
1,1,1,0xf257,0x7861,0xcd4d,0x9821,0x2311,0xebdd,0x6bec,0x3d6d,0xa776,0xad0e,661,0x6381,0x57cb,0x56fc,0xe3a7,0x183f,0xbe39,0x3e3c,0x4c4b,0xb3b1,0x890,0xa940,0xdae5,0xefe3,0x836c,0x13ad,0x4c6e,0x5581,0xff3b,0x2ef1,0xfe19,0xf685
0,1,0,0xca08,0xe5fa,0x6073,0x5a4a,0x2c7f,0x1cb3,0xa580,960,0xb025,0xb38c,0xacff,0xbaf2,0xa72e,0x7afc,0x13b1,0xd02e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0xc8cd,0xad48,0xdf21,0x3088,0xd16f,0x600e,0x2713,0x63cd,0x4073,0x4b56,0x65aa,0x522e,0x4173,0xc318,0x94e0,0x98ae,0x12d6,0x3513,0xc768,0x6cd,0xb4df,0x3bb3,0x2657,0x5ccd,0x2261,0x78f4,0x29ee,0xc54c,0xd1e4,0xda4b,0x37fd,0x621b
1,1,1,0xf382,0xc156,0x7e80,0x8b8d,0x3bbd,0x8ede,0xd4d6,0x16ba,0xec48,0xae8a,0x41a1,0xb9c0,0x9613,0x8214,0xd044,0xd346,0x8704,0x92b3,0xdba0,0x22a5,0x99dd,0x29ca,0x7688,0xcb75,0x25bf,0x2cf3,0xbd68,0x3b15,0x631e,0xbbb2,0xbabf,0x22cb
1,1,1,0x5d81,0xa944,0xfa33,0x2241,0xaf26,0xc05d,0x375f,0x6143,0xcb65,0xf3a9,0x1962,0x47c0,0x38f9,0x5037,0x3ce2,0x878,0xe7ed,0x1ae8,0x80b7,0x6674,0x48c3,0x5bee,0xff27,0x23e7,0x76f9,0xe61f,0x4ed0,0xa432,0xf60a,0xa572,0xe4d6,0x9903
1,1,1,0x1a80,0x6172,0x244d,0x8419,0xfeed,0x5128,0x43e8,0x7ae8,0xaf82,0xf3a8,0x1374,0x170e,0x1a96,0x1478,0x986a,0xc610,0x3024,0x311e,0x834a,0x44d1,0xe2fe,0x9d46,0xa5cc,0x830a,0x766b,0x8d04,0x79e1,0xea7b,0x8bc2,0x9da8,0x4082,0xaef8
0,1,0,0x8004,0x9024,0x3b9f,0x7c1c,0x8ee2,0x72c9,0x8b9e,0x96f,0xbea,0x292a,0x868d,0x7a31,0x48cf,0x3519,0xb766,0x2d93,0x9394,0x1c0c,0xab71,0xd164,0xfaa9,0x1d2e,0x3bb9,0x4c38,0xda98,0x48e1,0x63c5,0x3204,0xdab3,0x5252,0xd3b5,0x2373
0,1,0,0x966a,0x583a,0xa43d,0x1ae8,0xfe98,0x119f,0x196c,0xf7ba,0x818a,0xca50,0xb2d,0x5993,0x100f,0xc07b,0x3f3b,0x30e1,0x9394,0x1c0c,0xab71,0xd164,0xfaa9,0x1d2e,0x3bb9,0x4c38,0xda98,0x48e1,0x63c5,0x3204,0xdab3,0x5252,0xd3b5,0x2373
0,1,0,0xdd8d,0xdba5,0xf3a6,0xe27c,0x5c90,0x5f13,0x6c0a,0x8df5,0xa2af,0x3501,0x6180,0x2f27,0x810,0xb27f,0xf0f6,0x1aa9,0x9394,0x1c0c,0xab71,0xd164,0xfaa9,0x1d2e,0x3bb9,0x4c38,0xda98,0x48e1,0x63c5,0x3204,0xdab3,0x5252,0xd3b5,0x2373
0,1,0,0x38a0,0x1b23,0x2bd0,0x555e,0x49a8,0xf921,0xb2ca,0xd9de,0xb50b,0xe438,0xaeef,0x51b2,0xb986,0x1d53,0xd012,0x28e3,0x9394,0x1c0c,0xab71,0xd164,0xfaa9,0x1d2e,0x3bb9,0x4c38,0xda98,0x48e1,0x63c5,0x3204,0xdab3,0x5252,0xd3b5,0x2373
0,1,0,0xd207,0x5889,0x42a5,0x89ff,0x1966,0xb2e1,0x1711,0x6886,0x592,0xdabe,0x7f48,0xfec8,0xa303,0xc710,0x513a,0x5105,0x9394,0x1c0c,0xab71,0xd164,0xfaa9,0x1d2e,0x3bb9,0x4c38,0xda98,0x48e1,0x63c5,0x3204,0xdab3,0x5252,0xd3b5,0x2373
1,1,1,0x8848,0x7a42,0xb665,0x513c,0xce2e,0xd93d,0xe497,0x26b5,0x844a,0x3122,0x8d43,0x2bef,0x5817,0x18f6,0xec4,0x8c43,0x9394,0x1c0c,0xab71,0xd164,0xfaa9,0x1d2e,0x3bb9,0x4c38,0xda98,0x48e1,0x63c5,0x3204,0xdab3,0x5252,0xd3b5,0x2373
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0xf6c8,0x2f1d,0xbf4b,0x2ec0,0xe485,0xf4de,0xc22a,0x17a6,0xf2c,0xf57a,0xc40f,414,0x906a,0xbf24,0x39f2,0xa5d8,0x10b7,0x5bce,0x54bf,0xe41f,0x2a00,0xa9d2,0x65f3,0x20a1,0x46c1,0xded4,0xac95,0x1b6b,0x38af,0x3acd,0xe8d7,0x90f9
0,1,0,0xb7b5,0xf5ac,0x487e,0xe2de,0xb68e,0xb6bc,0x43cf,0x83e5,0x2d63,0x272e,0xe806,0xd7d4,0xffa2,0x745c,0x7687,0x1820,0x891c,0x6d0b,0xb61e,0x20da,0xd44e,0x37bc,0x8e85,0xad8c,0xeff2,0x652d,0x4ebc,0x6743,0xccd9,0x8fbb,0x233e,0xadd2
1,1,1,0x1be2,0x6f3c,0xfe84,0xd56e,0x16f5,0xe528,0xa30a,0x300f,0xa69,0x53c7,0xfdca,0x3f61,0x6b72,0x7653,0xd0fb,0x226d,0x891c,0x6d0b,0xb61e,0x20da,0xd44e,0x37bc,0x8e85,0xad8c,0xeff2,0x652d,0x4ebc,0x6743,0xccd9,0x8fbb,0x233e,0xadd2
0,1,0,0x1146,0xd904,0xe612,0x99dc,0x2def,0x3be6,0x8749,968,0xde1b,0xb2f0,0xa520,0x2d6f,0xefab,0x8ae1,581,0xfe4d,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x1df7,0x3681,0xda83,0x1787,0x37b1,0xcf13,0xc73d,0x59b,0xc170,0x4aa2,0x385e,0xc317,0xbec8,0xc82f,0xd8a1,0xd57c,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x2d91,0xef4c,0xca4e,0x2dac,0xcbc,0xb121,0xceb3,0xefe2,0x8a10,0x212a,0x3037,0xf11e,0x2982,0x402f,0x402f,0xcaf4,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0xe226,0xec94,0x8987,0x531,0x3c49,0x5481,0x55dc,0xd8b,0xb464,0xd317,0x3030,0xc780,0xe10f,0x702f,0x7349,0x9cc3,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
0,1,0,0x33e8,0x88ff,0xab39,0x19a6,0x8aa7,0xabf8,0x9071,0x96d5,0xacf5,0xdfbf,0x4c59,0x5a0,0x85e8,0xba9b,0x2fa6,0xf1d4,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x833e,0xf3ea,0x7d6e,0xb594,0xd47b,0xb569,0xc908,0xb057,0x8875,0xa7c0,0xcf2c,0xe2dd,0x336a,0x51ed,0x4e3b,0x8e78,0x7d2,0xdd65,0x4c58,0x8edc,0xa159,0x208d,0xf14d,0x2026,0x4eca,0x3a94,0x2d95,0xb81d,0x30c8,0x1254,0xed3a,0xc29e
1,1,1,0xbbe5,0xa564,0xa716,0xdc50,0x4254,0xbc7e,0x5f75,0x70b2,0x2495,0xa673,0xdd29,0x1c68,0x20ea,0x67d3,0xd6f2,0x9ea6,0xb5e,0x69ec,0x4b62,0x7b34,0xb693,0x7443,0xae4d,0x900b,0x6ee7,0xec06,0xd37c,0x2c28,0xde50,0xe3c9,0x8402,0xba08
0,1,0,0x2beb,0xcdbc,0xad34,0x3c96,0x3a69,0xb5d1,0x596,0x8eba,0x5f47,0x2541,0x7c46,0x786f,0xd39f,0x455d,0xe3a5,0x2c2a,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x81f9,0x2fd4,0x9638,0x9d54,0x9a05,0x17bf,0xa257,0xf1f3,0x98f3,0xac2b,0xcfd2,0x87ae,0xaca,0x7ea2,0xfdf5,0xe21e,0x7b58,0x305e,0xb2aa,0x3ff8,0xe9b4,0x9192,0xb482,0x2685,0x84e6,0x4175,0x82b8,0x2df6,0x4c84,0x659a,0x3951,0x3fee
1,1,1,0x4a93,0x7cde,0x25b8,0x598d,0x2b0c,0x374c,0x88aa,0x42ae,0x1280,0x8f15,0x7765,0xc8ae,0x9672,0xca1c,0x86e9,0xa7aa,0xaf13,0xf09c,0x6331,0x36eb,0xdf27,0xcb5d,0xab11,0xdb05,0xc7fe,0x7e16,0xf4e5,0xa51d,0x79a,0x248d,0x3cd2,0xdf0e
