ID,DATA_P256_VERIFY_FLAG,RSLT_P256_VERIFY_FLAG,INDEX,LIMB,CIRCUIT_SELECTOR_P256_VERIFY
102,1,0,7,0x6aa5059b7a2ff7637eb2975e386ad663,1
102,1,0,8,0x49aa8ff283d0f77c18d6d11dc062165f,1
102,1,0,9,0xd13c3c0310679c1408302a16854ecfbd,1
102,0,1,0,0,1
102,0,1,1,1,1
103,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
103,1,0,1,0x0036e7c32b270c8807a419feca605023,1
103,1,0,2,0x7fffffffffffffffffffffffffffffff,1
103,1,0,3,0xfffffffffffffffffffffffffffffffd,1
103,1,0,4,0x55a00c9fcdaebb6032513ca0234ecfff,1
103,1,0,5,0xe98ebe492fdf02e48ca48e982beb3669,1
103,1,0,6,0xf3ec2f13caf04d0192b47fb4c5311fb6,1
103,1,0,7,0xd4dc6b0a9e802e5327f7ec5ee8e4834d,1
103,1,0,8,0xf97e3e468b7d0db867d6ecfe81e2b0f9,1
103,1,0,9,0x531df87efdb47c1338ac321fefe5a432,1
103,0,1,0,0,1
103,0,1,1,1,1
104,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
104,1,0,1,0x0036e7c32b270c8807a419feca605023,1
104,1,0,2,0x7fffffffffffffffffffffffffffffff,1
104,1,0,3,0xfffffffffffffffffffffffffffffffd,1
104,1,0,4,0xab40193f9b5d76c064a27940469d9fff,1
104,1,0,5,0xd31d7c925fbe05c919491d3057d66cd2,1
104,1,0,6,0xd92b200aefcab6ac7dafd9acaf2fa10b,1
104,1,0,7,0x3180235b8f46b4503e4693c670fccc88,1
104,1,0,8,0x5ef2f3aebf5b317475336256768f7c19,1
104,1,0,9,0xefb7352d27e4cccadc85b6b8ab922c72,1
104,0,1,0,0,1
104,0,1,1,1,1
105,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
105,1,0,1,0x0036e7c32b270c8807a419feca605023,1
105,1,0,2,0x7fffffffffffffffffffffffffffffff,1
105,1,0,3,0xfffffffffffffffffffffffffffffffd,1
105,1,0,4,0xca0234ebb5fdcb13ca0234ecffffffff,1
105,1,0,5,0xcb0dadbbc7f549f8a26b4408d0dc8600,1
105,1,0,6,0x0a88361eb92ecca2625b38e5f98bbabb,1
105,1,0,7,0x96bf179b3d76fc48140a3bcd881523cd,1
105,1,0,8,0xe6bdf56033f84a5054035597375d9086,1
105,1,0,9,0x6aa2c96b86a41ccf6edebf47298ad489,1
105,0,1,0,0,1
105,0,1,1,1,1
106,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
106,1,0,1,0x0036e7c32b270c8807a419feca605023,1
106,1,0,2,0x7fffffffffffffffffffffffffffffff,1
106,1,0,3,0xfffffffffffffffffffffffffffffffd,1
106,1,0,4,0xbfffffff3ea3677e082b9310572620ae,1
106,1,0,5,0x19933a9e65b285598711c77298815ad3,1
106,1,0,6,0xd0fb17ccd8fafe827e0c1afc5d8d8036,1
106,1,0,7,0x6e2b20e7f14a563a2ba50469d84375e8,1
106,1,0,8,0x68612569d39e2bb9f554355564646de9,1
106,1,0,9,0x9ac602cc6349cf8c1e236a7de7637d93,1
106,0,1,0,0,1
106,0,1,1,1,1
107,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
107,1,0,1,0x0036e7c32b270c8807a419feca605023,1
107,1,0,2,0x7fffffffffffffffffffffffffffffff,1
107,1,0,3,0xfffffffffffffffffffffffffffffffd,1
107,1,0,4,0x266666663bbbbbbbe666666666666666,1
107,1,0,5,0x5b37902e023fab7c8f055d86e5cc41f4,1
107,1,0,6,0x836f33bbc1dc0d3d3abbcef0d91f11e2,1
107,1,0,7,0xac4181076c9af0a22b1e4309d3edb276,1
107,1,0,8,0x9ab443ff6f901e30c773867582997c2b,1
107,1,0,9,0xec2b0cb8120d760236f3a95bbe881f75,1
107,0,1,0,0,1
107,0,1,1,1,1
108,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
108,1,0,1,0x0036e7c32b270c8807a419feca605023,1
108,1,0,2,0x7fffffffffffffffffffffffffffffff,1
108,1,0,3,0xfffffffffffffffffffffffffffffffd,1
108,1,0,4,0xbfffffff36db6db7a492492492492492,1
108,1,0,5,0x146c573f4c6dfc8d08a443e258970b09,1
108,1,0,6,0x92f99fbe973ed4a299719baee4b43274,1
108,1,0,7,0x1237034dec8d72ba5103cb33e55feeb8,1
108,1,0,8,0x033dd0e91134c734174889f3ebcf1b7a,1
108,1,0,9,0x1ac05767289280ee7a794cebd6e69697,1
108,0,1,0,0,1
108,0,1,1,1,1
109,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
109,1,0,1,0x0036e7c32b270c8807a419feca605023,1
109,1,0,2,0x7fffffffffffffffffffffffffffffff,1
109,1,0,3,0xfffffffffffffffffffffffffffffffd,1
109,1,0,4,0xbfffffff2aaaaaab7fffffffffffffff,1
109,1,0,5,0xc815d0e60b3e596ecb1ad3a27cfd49c4,1
109,1,0,6,0xd35ba58da30197d378e618ec0fa7e2e2,1
109,1,0,7,0xd12cffd73ebbb2049d130bba434af09e,1
109,1,0,8,0xff83986e6875e41ea432b7585a49b3a6,1
109,1,0,9,0xc77cbb3c47919f8e82874c794635c1d2,1
109,0,1,0,0,1
109,0,1,1,1,1
110,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
110,1,0,1,0x0036e7c32b270c8807a419feca605023,1
110,1,0,2,0x7fffffffffffffffffffffffffffffff,1
110,1,0,3,0xfffffffffffffffffffffffffffffffd,1
110,1,0,4,0x7fffffff55555555ffffffffffffffff,1
110,1,0,5,0xd344a71e6f651458a27bdc81fd976e37,1
110,1,0,6,0x8651ce490f1b46d73f3ff475149be291,1
110,1,0,7,0x36697334a519d7ddab0725c8d0793224,1
110,1,0,8,0xe11c65bd8ca92dc8bc9ae82911f0b527,1
110,1,0,9,0x51ce21dd9003ae60900bd825f590cc28,1
110,0,1,0,0,1
110,0,1,1,1,1
111,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
111,1,0,1,0x0036e7c32b270c8807a419feca605023,1
111,1,0,2,0x7fffffffffffffffffffffffffffffff,1
111,1,0,3,0xfffffffffffffffffffffffffffffffd,1
111,1,0,4,0x3fffffff800000007fffffffffffffff,1
111,1,0,5,0xde737d56d38bcf4279dce5617e3192aa,1
111,1,0,6,0x6d8e1b12c831a0da8795650ff95f101e,1
111,1,0,7,0xd921d9e2f72b15b1cdaca9826b9cfc6d,1
111,1,0,8,0xef6d63e2bc5c089570394a4bc9f892d5,1
111,1,0,9,0xe6c7a6a637b20469a58c106ad486bf37,1
111,0,1,0,0,1
111,0,1,1,1,1
112,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
112,1,0,1,0x0036e7c32b270c8807a419feca605023,1
112,1,0,2,0x7fffffffffffffffffffffffffffffff,1
112,1,0,3,0xfffffffffffffffffffffffffffffffd,1
112,1,0,4,0x5d8ecd64a4eeba466815ddf3a4de9a8e,1
112,1,0,5,0x6abd9c5db0a01eb80343553da648428f,1
112,1,0,6,0x0ae580bae933b4ef2997cbdbb0922328,1
112,1,0,7,0xca9a410f627a0f7dff24cb4d920e1542,1
112,1,0,8,0x8911e7f8cc365a8a88eb81421a361ccc,1
112,1,0,9,0x2b99e309d8dcd9a98ba83c3949d893e3,1
112,0,1,0,0,1
112,0,1,1,1,1
113,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
113,1,0,1,0x0036e7c32b270c8807a419feca605023,1
113,1,0,2,0x6f2347cab7dd76858fe0555ac3bc9904,1
113,1,0,3,0x8c4aacafdfb6bcbe05ea6c42c4934569,1
113,1,0,4,0xbb726660235793aa9957a61e76e00c2c,1
113,1,0,5,0x435109cf9a15dd624d53f4301047856b,1
113,1,0,6,0x5b812fd521aafa69835a849cce6fbdeb,1
113,1,0,7,0x6983b442d2444fe70e134c027fc46963,1
113,1,0,8,0x838a40f2a36092e9004e92d8d940cf56,1
113,1,0,9,0x38550ce672ce8b8d4e15eba5499249e9,1
113,0,1,0,0,1
113,0,1,1,1,1
114,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
114,1,0,1,0x0036e7c32b270c8807a419feca605023,1
114,1,0,2,0x6f2347cab7dd76858fe0555ac3bc9904,1
114,1,0,3,0x8c4aacafdfb6bcbe05ea6c42c4934569,1
114,1,0,4,0xbb726660235793aa9957a61e76e00c2c,1
114,1,0,5,0x435109cf9a15dd624d53f4301047856b,1
114,1,0,6,0x5b812fd521aafa69835a849cce6fbdeb,1
114,1,0,7,0x6983b442d2444fe70e134c027fc46963,1
114,1,0,8,0x7c75bf0c5c9f6d17ffb16d2726bf30a9,1
114,1,0,9,0xc7aaf31a8d317472b1ea145ab66db616,1
114,0,1,0,0,1
114,0,1,1,0,1
115,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
115,1,0,1,0x0036e7c32b270c8807a419feca605023,1
115,1,0,2,0x00000000000000000000000000000000,1
115,1,0,3,0x00000000000000000000000000000001,1
115,1,0,4,0x55555555000000005555555555555555,1
115,1,0,5,0x3ef7a8e48d07df81a693439654210c70,1
115,1,0,6,0x6adda82b90261b0f319faa0d878665a6,1
115,1,0,7,0xb6da497f09c903176222c34acfef72a6,1
115,1,0,8,0x47e6f50dcc40ad5d9b59f7602bb222fa,1
115,1,0,9,0xd71a41bf5e1f9df4959a364c62e488d9,1
115,0,1,0,0,1
115,0,1,1,0,1
116,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
116,1,0,1,0x0036e7c32b270c8807a419feca605023,1
116,1,0,2,0x55555555000000005555555555555555,1
116,1,0,3,0x3ef7a8e48d07df81a693439654210c70,1
116,1,0,4,0x33333333000000003333333333333333,1
116,1,0,5,0x25c7cbbc549e52e763f1f55a327a3aa9,1
116,1,0,6,0xdd86d3b5f4a13e8511083b78002081c5,1
116,1,0,7,0x3ff467f11ebd98a51a633db76665d250,1
116,1,0,8,0x45d5c8200c89f2fa10d849349226d21d,1
116,1,0,9,0x8dfaed6ff8d5cb3e1b7e17474ebc18f7,1
116,0,1,0,0,1
116,0,1,1,0,1
117,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
117,1,0,1,0x0036e7c32b270c8807a419feca605023,1
117,1,0,2,0x7cf27b188d034f7e8a52380304b51ac3,1
117,1,0,3,0xc08969e277f21b35a60b48fc47669978,1
117,1,0,4,0x55555555000000005555555555555555,1
117,1,0,5,0x3ef7a8e48d07df81a693439654210c70,1
117,1,0,6,0x4fea55b32cb32aca0c12c4cd0abfb4e6,1
117,1,0,7,0x4b0f5a516e578c016591a93f5a0fbcc5,1
117,1,0,8,0xd7d3fd10b2be668c547b212f6bb14c88,1
117,1,0,9,0xf0fecd38a8a4b2c785ed3be62ce4b280,1
117,0,1,0,0,1
117,0,1,1,1,1
118,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
118,1,0,1,0x0036e7c32b270c8807a419feca605023,1
118,1,0,2,0x7cf27b188d034f7e8a52380304b51ac3,1
118,1,0,3,0xc08969e277f21b35a60b48fc47669978,1
118,1,0,4,0xb6db6db6249249254924924924924924,1
118,1,0,5,0x625bd7a09bec4ca81bcdd9f8fd6b63cc,1
118,1,0,6,0xc6a771527024227792170a6f8eee735b,1
118,1,0,7,0xf32b7f98af669ead299802e32d7c3107,1
118,1,0,8,0xbc3b4b5e65ab887bbd343572b3e56192,1
118,1,0,9,0x61fe3a073e2ffd78412f726867db589e,1
118,0,1,0,0,1
118,0,1,1,1,1
119,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
119,1,0,1,0x0036e7c32b270c8807a419feca605023,1
119,1,0,2,0x7cf27b188d034f7e8a52380304b51ac3,1
119,1,0,3,0xc08969e277f21b35a60b48fc47669978,1
119,1,0,4,0xcccccccc00000000cccccccccccccccc,1
119,1,0,5,0x971f2ef152794b9d8fc7d568c9e8eaa7,1
119,1,0,6,0x851c2bbad08e54ec7a9af99f49f03644,1
119,1,0,7,0xd6ec6d59b207fec98de85a7d15b956ef,1
119,1,0,8,0xcee9960283045075684b410be8d0f749,1
119,1,0,9,0x4b91aa2379f60727319f10ddeb0fe9d6,1
119,0,1,0,0,1
119,0,1,1,1,1
120,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
120,1,0,1,0x0036e7c32b270c8807a419feca605023,1
120,1,0,2,0x7cf27b188d034f7e8a52380304b51ac3,1
120,1,0,3,0xc08969e277f21b35a60b48fc47669978,1
120,1,0,4,0x33333333000000003333333333333333,1
120,1,0,5,0x25c7cbbc549e52e763f1f55a327a3aaa,1
120,1,0,6,0xf6417c8a670584e388676949e53da7fc,1
120,1,0,7,0x55911ff68318d1bf3061205acb19c48f,1
120,1,0,8,0x8f2b743df34ad0f72674acb750592978,1
120,1,0,9,0x4779cd9ac916c3669ead43026ab6d43f,1
120,0,1,0,0,1
120,0,1,1,1,1
121,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
121,1,0,1,0x0036e7c32b270c8807a419feca605023,1
121,1,0,2,0x7cf27b188d034f7e8a52380304b51ac3,1
121,1,0,3,0xc08969e277f21b35a60b48fc47669978,1
121,1,0,4,0x49249248db6db6dbb6db6db6db6db6db,1
121,1,0,5,0x5a8b230d0b2b51dcd7ebf0c9fef7c185,1
121,1,0,6,0x501421277be45a5eefec6c639930d636,1
121,1,0,7,0x032565af420cf3373f557faa7f8a0643,1
121,1,0,8,0x8673d6cb6076e1cfcdc7dfe7384c8e5c,1
121,1,0,9,0xac08d74501f2ae6e89cad195d0aa1371,1
121,0,1,0,0,1
121,0,1,1,1,1
122,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
122,1,0,1,0x0036e7c32b270c8807a419feca605023,1
122,1,0,2,0x7cf27b188d034f7e8a52380304b51ac3,1
122,1,0,3,0xc08969e277f21b35a60b48fc47669978,1
122,1,0,4,0x16a4502e2781e11ac82cbc9d1edd8c98,1
122,1,0,5,0x1584d13e18411e2f6e0478c34416e3bb,1
122,1,0,6,0x0d935bf9ffc115a527735f729ca8a4ca,1
122,1,0,7,0x23ee01a4894adf0e3415ac84e808bb34,1
122,1,0,8,0x3195a3762fea29ed38912bd9ea6c4fde,1
122,1,0,9,0x70c3050893a4375850ce61d82eba33c5,1
122,0,1,0,0,1
122,0,1,1,1,1
123,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
123,1,0,1,0x0036e7c32b270c8807a419feca605023,1
123,1,0,2,0x6b17d1f2e12c4247f8bce6e563a440f2,1
123,1,0,3,0x77037d812deb33a0f4a13945d898c296,1
123,1,0,4,0x55555555000000005555555555555555,1
123,1,0,5,0x3ef7a8e48d07df81a693439654210c70,1
123,1,0,6,0x5e59f50708646be8a589355014308e60,1
123,1,0,7,0xb668fb670196206c41e748e64e4dca21,1
123,1,0,8,0x5de37fee5c97bcaf7144d5b459982f52,1
123,1,0,9,0xeeeafbdf03aacbafef38e213624a01de,1
123,0,1,0,0,1
123,0,1,1,1,1
124,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
124,1,0,1,0x0036e7c32b270c8807a419feca605023,1
124,1,0,2,0x6b17d1f2e12c4247f8bce6e563a440f2,1
124,1,0,3,0x77037d812deb33a0f4a13945d898c296,1
124,1,0,4,0xb6db6db6249249254924924924924924,1
124,1,0,5,0x625bd7a09bec4ca81bcdd9f8fd6b63cc,1
124,1,0,6,0x169fb797325843faff2f7a5b5445da9e,1
124,1,0,7,0x2fd6226f7ef90ef0bfe924104b02db8e,1
124,1,0,8,0x7bbb8de662c7b9b1cf9b22f7a2e582bd,1
124,1,0,9,0x46d581d68878efb2b861b131d8a1d667,1
124,0,1,0,0,1
124,0,1,1,1,1
125,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
125,1,0,1,0x0036e7c32b270c8807a419feca605023,1
125,1,0,2,0x6b17d1f2e12c4247f8bce6e563a440f2,1
125,1,0,3,0x77037d812deb33a0f4a13945d898c296,1
125,1,0,4,0xcccccccc00000000cccccccccccccccc,1
125,1,0,5,0x971f2ef152794b9d8fc7d568c9e8eaa7,1
125,1,0,6,0x271cd89c000143096b62d4e9e4ca885a,1
125,1,0,7,0xef2f7023d18affdaf8b7b54898148754,1
125,1,0,8,0x0a1c6e954e32108435b55fa385b0f764,1
125,1,0,9,0x81a609b9149ccb4b02b2ca47fe8e4da5,1
125,0,1,0,0,1
125,0,1,1,1,1
126,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
126,1,0,1,0x0036e7c32b270c8807a419feca605023,1
126,1,0,2,0x6b17d1f2e12c4247f8bce6e563a440f2,1
126,1,0,3,0x77037d812deb33a0f4a13945d898c296,1
126,1,0,4,0x33333333000000003333333333333333,1
126,1,0,5,0x25c7cbbc549e52e763f1f55a327a3aaa,1
126,1,0,6,0x3d0bc7ed8f09d2cb7ddb46ebc1ed799a,1
126,1,0,7,0xb1563a9ab84bf524587a220afe499c12,1
126,1,0,8,0xe22dc3b3c103824a4f378d96adb0a408,1
126,1,0,9,0xabf19ce7d68aa6244f78cb216fa3f8df,1
126,0,1,0,0,1
126,0,1,1,1,1
127,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
127,1,0,1,0x0036e7c32b270c8807a419feca605023,1
127,1,0,2,0x6b17d1f2e12c4247f8bce6e563a440f2,1
127,1,0,3,0x77037d812deb33a0f4a13945d898c296,1
127,1,0,4,0x49249248db6db6dbb6db6db6db6db6db,1
127,1,0,5,0x5a8b230d0b2b51dcd7ebf0c9fef7c185,1
127,1,0,6,0xa6c885ade1a4c566f9bb010d066974ab,1
127,1,0,7,0xb281797fa701288c721bcbd23663a9b7,1
127,1,0,8,0x2e424b690957168d193a6096fc77a2b0,1
127,1,0,9,0x04a9c7d467e007e1f2058458f98af316,1
127,0,1,0,0,1
127,0,1,1,1,1
128,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
128,1,0,1,0x0036e7c32b270c8807a419feca605023,1
128,1,0,2,0x6b17d1f2e12c4247f8bce6e563a440f2,1
128,1,0,3,0x77037d812deb33a0f4a13945d898c296,1
128,1,0,4,0x16a4502e2781e11ac82cbc9d1edd8c98,1
128,1,0,5,0x1584d13e18411e2f6e0478c34416e3bb,1
128,1,0,6,0x8d3c2c2c3b765ba8289e6ac3812572a2,1
128,1,0,7,0x5bf75df62d87ab7330c3bdbad9ebfa5c,1
128,1,0,8,0x4c6845442d66935b238578d43aec54f7,1
128,1,0,9,0xcaa1621d1af241d4632e0b780c423f5d,1
128,0,1,0,0,1
128,0,1,1,1,1
129,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
129,1,0,1,0x0036e7c32b270c8807a419feca605023,1
129,1,0,2,0xbb5a52f42f9c9261ed4361f59422a1e3,1
129,1,0,3,0x0036e7c32b270c8807a419feca605023,1
129,1,0,4,0x249249246db6db6ddb6db6db6db6db6d,1
129,1,0,5,0xad4591868595a8ee6bf5f864ff7be0c2,1
129,1,0,6,0x6b17d1f2e12c4247f8bce6e563a440f2,1
129,1,0,7,0x77037d812deb33a0f4a13945d898c296,1
129,1,0,8,0x4fe342e2fe1a7f9b8ee7eb4a7c0f9e16,1
129,1,0,9,0x2bce33576b315ececbb6406837bf51f5,1
129,0,1,0,0,1
129,0,1,1,0,1
130,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
130,1,0,1,0x0036e7c32b270c8807a419feca605023,1
130,1,0,2,0x44a5ad0ad0636d9f12bc9e0a6bdd5e1c,1
130,1,0,3,0xbcb012ea7bf091fcec15b0c43202d52e,1
130,1,0,4,0x249249246db6db6ddb6db6db6db6db6d,1
130,1,0,5,0xad4591868595a8ee6bf5f864ff7be0c2,1
130,1,0,6,0x6b17d1f2e12c4247f8bce6e563a440f2,1
130,1,0,7,0x77037d812deb33a0f4a13945d898c296,1
130,1,0,8,0x4fe342e2fe1a7f9b8ee7eb4a7c0f9e16,1
130,1,0,9,0x2bce33576b315ececbb6406837bf51f5,1
130,0,1,0,0,1
130,0,1,1,0,1
131,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
131,1,0,1,0x0036e7c32b270c8807a419feca605023,1
131,1,0,2,0xbb5a52f42f9c9261ed4361f59422a1e3,1
131,1,0,3,0x0036e7c32b270c8807a419feca605023,1
131,1,0,4,0x249249246db6db6ddb6db6db6db6db6d,1
131,1,0,5,0xad4591868595a8ee6bf5f864ff7be0c2,1
131,1,0,6,0x6b17d1f2e12c4247f8bce6e563a440f2,1
131,1,0,7,0x77037d812deb33a0f4a13945d898c296,1
131,1,0,8,0xb01cbd1c01e58065711814b583f061e9,1
131,1,0,9,0xd431cca994cea1313449bf97c840ae0a,1
131,0,1,0,0,1
131,0,1,1,0,1
132,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
132,1,0,1,0x0036e7c32b270c8807a419feca605023,1
132,1,0,2,0x44a5ad0ad0636d9f12bc9e0a6bdd5e1c,1
132,1,0,3,0xbcb012ea7bf091fcec15b0c43202d52e,1
132,1,0,4,0x249249246db6db6ddb6db6db6db6db6d,1
132,1,0,5,0xad4591868595a8ee6bf5f864ff7be0c2,1
132,1,0,6,0x6b17d1f2e12c4247f8bce6e563a440f2,1
132,1,0,7,0x77037d812deb33a0f4a13945d898c296,1
132,1,0,8,0xb01cbd1c01e58065711814b583f061e9,1
132,1,0,9,0xd431cca994cea1313449bf97c840ae0a,1
132,0,1,0,0,1
132,0,1,1,0,1
133,1,0,0,0xe3b0c44298fc1c149afbf4c8996fb924,1
133,1,0,1,0x27ae41e4649b934ca495991b7852b855,1
133,1,0,2,0xb292a619339f6e567a305c951c0dcbcc,1
133,1,0,3,0x42d16e47f219f9e98e76e09d8770b34a,1
133,1,0,4,0x0177e60492c5a8242f76f07bfe3661bd,1
133,1,0,5,0xe59ec2a17ce5bd2dab2abebdf89a62e2,1
133,1,0,6,0x04aaec73635726f213fb8a9e64da3b86,1
133,1,0,7,0x32e41495a944d0045b522eba7240fad5,1
133,1,0,8,0x87d9315798aaa3a5ba01775787ced05e,1
133,1,0,9,0xaaf7b4e09fc81d6d1aa546e8365d525d,1
133,0,1,0,0,1
133,0,1,1,1,1
134,1,0,0,0xdc1921946f4af96a2856e7be399007c9,1
134,1,0,1,0xe807bdf4c5332f19f59ec9dd1bb8c7b3,1
134,1,0,2,0x530bd6b0c9af2d69ba897f6b5fb59695,1
134,1,0,3,0xcfbf33afe66dbadcf5b8d2a2a6538e23,1
134,1,0,4,0xd85e489cb7a161fd55ededcedbf4cc0c,1
134,1,0,5,0x0987e3e3f0f242cae934c72caa3f43e9,1
134,1,0,6,0x04aaec73635726f213fb8a9e64da3b86,1
134,1,0,7,0x32e41495a944d0045b522eba7240fad5,1
134,1,0,8,0x87d9315798aaa3a5ba01775787ced05e,1
134,1,0,9,0xaaf7b4e09fc81d6d1aa546e8365d525d,1
134,0,1,0,0,1
134,0,1,1,1,1
135,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
135,1,0,1,0x0036e7c32b270c8807a419feca605023,1
135,1,0,2,0xa8ea150cb80125d7381c4c1f1da8e9de,1
135,1,0,3,0x2711f9917060406a73d7904519e51388,1
135,1,0,4,0xf3ab9fa68bd47973a73b2d40480c2ba5,1
135,1,0,5,0x0c22c9d76ec217257288293285449b86,1
135,1,0,6,0x04aaec73635726f213fb8a9e64da3b86,1
135,1,0,7,0x32e41495a944d0045b522eba7240fad5,1
135,1,0,8,0x87d9315798aaa3a5ba01775787ced05e,1
135,1,0,9,0xaaf7b4e09fc81d6d1aa546e8365d525d,1
135,0,1,0,0,1
135,0,1,1,1,1
136,1,0,0,0xde47c9b27eb8d300dbb5f2c353e632c3,1
136,1,0,1,0x93262cf06340c4fa7f1b40c4cbd36f90,1
136,1,0,2,0x986e65933ef2ed4ee5aada139f52b705,1
136,1,0,3,0x39aaf63f00a91f29c69178490d57fb71,1
136,1,0,4,0x3dafedfb8da6189d372308cbf1489bbb,1
136,1,0,5,0xdabf0c0217d1c0ff0f701aaa7a694b9c,1
136,1,0,6,0x04aaec73635726f213fb8a9e64da3b86,1
136,1,0,7,0x32e41495a944d0045b522eba7240fad5,1
136,1,0,8,0x87d9315798aaa3a5ba01775787ced05e,1
136,1,0,9,0xaaf7b4e09fc81d6d1aa546e8365d525d,1
136,0,1,0,0,1
136,0,1,1,1,1
137,1,0,0,0x2f77668a9dfbf8d5848b9eeb4a7145ca,1
137,1,0,1,0x94c6ed9236e4a773f6dcafa5132b2f91,1
137,1,0,2,0xd434e262a49eab7781e353a3565e4825,1
137,1,0,3,0x50dd0fd5defa013c7f29745eff3569f1,1
137,1,0,4,0x9b0c0a93f267fb6052fd8077be769c2b,1
137,1,0,5,0x98953195d7bc10de844218305c6ba17a,1
137,1,0,6,0x4f337ccfd67726a805e4f1600ae2849d,1
137,1,0,7,0xf3807eca117380239fbd816900000000,1
137,1,0,8,0xed9dea124cc8c396416411e988c30f42,1
137,1,0,9,0x7eb504af43a3146cd5df7ea60666d685,1
137,0,1,0,0,1
137,0,1,1,1,1
138,1,0,0,0x2f77668a9dfbf8d5848b9eeb4a7145ca,1
138,1,0,1,0x94c6ed9236e4a773f6dcafa5132b2f91,1
138,1,0,2,0x0fe774355c04d060f76d79fd7a772e42,1
138,1,0,3,0x1463489221bf0a33add0be9b1979110b,1
138,1,0,4,0x500dcba1c69a8fbd43fa4f57f743ce12,1
138,1,0,5,0x4ca8b91a1f325f3fac6181175df55737,1
138,1,0,6,0x4f337ccfd67726a805e4f1600ae2849d,1
138,1,0,7,0xf3807eca117380239fbd816900000000,1
138,1,0,8,0xed9dea124cc8c396416411e988c30f42,1
138,1,0,9,0x7eb504af43a3146cd5df7ea60666d685,1
138,0,1,0,0,1
138,0,1,1,1,1
139,1,0,0,0x2f77668a9dfbf8d5848b9eeb4a7145ca,1
139,1,0,1,0x94c6ed9236e4a773f6dcafa5132b2f91,1
139,1,0,2,0xbb40bf217bed3fb3950c7d39f03d36dc,1
139,1,0,3,0x8e3b2cd79693f125bfd06595ee1135e3,1
139,1,0,4,0x541bf3532351ebb032710bdb6a1bf1bf,1
139,1,0,5,0xc89a1e291ac692b3fa4780745bb55677,1
139,1,0,6,0x4f337ccfd67726a805e4f1600ae2849d,1
139,1,0,7,0xf3807eca117380239fbd816900000000,1
139,1,0,8,0xed9dea124cc8c396416411e988c30f42,1
139,1,0,9,0x7eb504af43a3146cd5df7ea60666d685,1
139,0,1,0,0,1
139,0,1,1,1,1
140,1,0,0,0x2f77668a9dfbf8d5848b9eeb4a7145ca,1
140,1,0,1,0x94c6ed9236e4a773f6dcafa5132b2f91,1
140,1,0,2,0x664eb7ee6db84a34df3c86ea31389a54,1
140,1,0,3,0x05badd5ca99231ff556d3e75a233e73a,1
140,1,0,4,0x59f3c752e52eca46137642490a51560c,1
140,1,0,5,0xe0badc678754b8f72e51a2901426a1bd,1
140,1,0,6,0x3cf03d614d8939cfd499a07873fac281,1
140,1,0,7,0x618f06b8ff87e8015c3f497265004935,1
140,1,0,8,0x84fa174d791c72bf2ce3880a8960dd2a,1
140,1,0,9,0x7c7a1338a82f85a9e59cdbde80000000,1
140,0,1,0,0,1
140,0,1,1,1,1
141,1,0,0,0x2f77668a9dfbf8d5848b9eeb4a7145ca,1
141,1,0,1,0x94c6ed9236e4a773f6dcafa5132b2f91,1
141,1,0,2,0x4cd0429bbabd2827009d6fcd843d4ce3,1
141,1,0,3,0x9c3e42e2d1631fd001985a79d1fd8b43,1
141,1,0,4,0x9638bf12dd682f60be7ef1d0e0d98f08,1
141,1,0,5,0xb7bca77a1a2b869ae466189d2acdabe3,1
